,scenario_no,t,disc,premiums_first_year,premiums_renewal,claims,fire_gmm.premium,fire_gmm.claim,fire_gmm.investment_component,fire_gmm.expense,fire_gmm.acquisition,ess_weights
33,1,33,0.986889342623517,0.0,0.0,165.0,0.0,-165.0,0.0,0.0,0.0,0.5377757550666642
34,1,34,0.986494744725627,0.0,0.0,170.0,0.0,-170.0,0.0,0.0,0.0,0.538915914277783
35,1,35,0.986100304603786,0.0,0.0,175.0,0.0,-175.0,0.0,0.0,0.0,0.5400556664536507
36,1,36,0.985706022194908,0.0,20376.0,180.0,20376.0,-180.0,0.0,0.0,0.0,0.5411949998249543
37,1,37,0.985311897435933,0.0,0.0,185.0,0.0,-185.0,0.0,0.0,0.0,0.5423339026398396
38,1,38,0.984917930263828,0.0,0.0,190.0,0.0,-190.0,0.0,0.0,0.0,0.5434723631643906
39,1,39,0.984524120615582,0.0,0.0,195.0,0.0,-195.0,0.0,0.0,0.0,0.5446103696831082
40,1,40,0.984130468428211,0.0,0.0,200.0,0.0,-200.0,0.0,0.0,0.0,0.545747910499386
41,1,41,0.983736973638755,0.0,0.0,205.0,0.0,-205.0,0.0,0.0,0.0,0.5468849739359865
42,1,42,0.983343636184281,0.0,0.0,210.0,0.0,-210.0,0.0,0.0,0.0,0.5480215483355143
43,1,43,0.982950456001881,0.0,0.0,215.0,0.0,-215.0,0.0,0.0,0.0,0.549157622060886
44,1,44,0.982557433028669,0.0,0.0,220.0,0.0,-220.0,0.0,0.0,0.0,0.5502931834958016
45,1,45,0.982164567201789,0.0,0.0,225.0,0.0,-225.0,0.0,0.0,0.0,0.5514282210452119
46,1,46,0.981771858458405,0.0,0.0,230.0,0.0,-230.0,0.0,0.0,0.0,0.5525627231357841
47,1,47,0.981379306735711,0.0,0.0,235.0,0.0,-235.0,0.0,0.0,0.0,0.5536966782163669
48,1,48,0.980986911970923,0.0,27168.0,240.0,27168.0,-240.0,0.0,0.0,0.0,0.5548300747584513
49,1,49,0.980594674101282,0.0,0.0,245.0,0.0,-245.0,0.0,0.0,0.0,0.555962901256632
50,1,50,0.980202593064056,0.0,0.0,250.0,0.0,-250.0,0.0,0.0,0.0,0.5570951462290652
51,1,51,0.979810668796538,0.0,0.0,255.0,0.0,-255.0,0.0,0.0,0.0,0.5582267982179251
52,1,52,0.979418901236044,0.0,0.0,260.0,0.0,-260.0,0.0,0.0,0.0,0.5593578457898577
53,1,53,0.979027290319916,0.0,0.0,265.0,0.0,-265.0,0.0,0.0,0.0,0.5604882775364315
54,1,54,0.978635835985521,0.0,0.0,270.0,0.0,-270.0,0.0,0.0,0.0,0.5616180820745892
55,1,55,0.978244538170253,0.0,0.0,275.0,0.0,-275.0,0.0,0.0,0.0,0.5627472480470948
56,1,56,0.977853396811529,0.0,0.0,280.0,0.0,-280.0,0.0,0.0,0.0,0.5638757641229782
57,1,57,0.97746241184679,0.0,0.0,285.0,0.0,-285.0,0.0,0.0,0.0,0.5650036189979781
58,1,58,0.977071583213505,0.0,0.0,290.0,0.0,-290.0,0.0,0.0,0.0,0.5661308013949836
59,1,59,0.976680910849165,0.0,0.0,295.0,0.0,-295.0,0.0,0.0,0.0,0.5672573000644726
60,1,60,0.976290394691289,0.0,33960.0,300.0,33960.0,-300.0,0.0,0.0,0.0,0.5683831037849467
61,1,61,0.975900034677418,0.0,0.0,305.0,0.0,-305.0,0.0,0.0,0.0,0.5695082013633654
62,1,62,0.97550983074512,0.0,0.0,310.0,0.0,-310.0,0.0,0.0,0.0,0.5706325816355775
63,1,63,0.975119782831987,0.0,0.0,315.0,0.0,-315.0,0.0,0.0,0.0,0.5717562334667494
64,1,64,0.974729890875637,0.0,0.0,320.0,0.0,-320.0,0.0,0.0,0.0,0.5728791457517918
65,1,65,0.974340154813711,0.0,0.0,325.0,0.0,-325.0,0.0,0.0,0.0,0.5740013074157816
66,1,66,0.973950574583878,0.0,0.0,330.0,0.0,-330.0,0.0,0.0,0.0,0.5751227074143852
67,1,67,0.973561150123828,0.0,0.0,335.0,0.0,-335.0,0.0,0.0,0.0,0.5762433347342746
68,1,68,0.97317188137128,0.0,0.0,340.0,0.0,-340.0,0.0,0.0,0.0,0.5773631783935453
69,1,69,0.972782768263974,0.0,0.0,345.0,0.0,-345.0,0.0,0.0,0.0,0.5784822274421275
70,1,70,0.972393810739679,0.0,0.0,350.0,0.0,-350.0,0.0,0.0,0.0,0.5796004709621974
71,1,71,0.972005008736184,0.0,0.0,355.0,0.0,-355.0,0.0,0.0,0.0,0.5807178980685839
72,1,72,0.971616362191308,0.0,40752.0,360.0,40752.0,-360.0,0.0,0.0,0.0,0.5818344979091751
73,1,73,0.97122787104289,0.0,0.0,365.0,0.0,-365.0,0.0,0.0,0.0,0.5829502596653179
74,1,74,0.970839535228799,0.0,0.0,370.0,0.0,-370.0,0.0,0.0,0.0,0.5840651725522201
75,1,75,0.970451354686924,0.0,0.0,375.0,0.0,-375.0,0.0,0.0,0.0,0.5851792258193433
76,1,76,0.970063329355182,0.0,0.0,380.0,0.0,-380.0,0.0,0.0,0.0,0.5862924087507998
77,1,77,0.969675459171514,0.0,0.0,385.0,0.0,-385.0,0.0,0.0,0.0,0.5874047106657397
78,1,78,0.969287744073884,0.0,0.0,390.0,0.0,-390.0,0.0,0.0,0.0,0.588516120918741
79,1,79,0.968900184000284,0.0,0.0,395.0,0.0,-395.0,0.0,0.0,0.0,0.5896266289001931
80,1,80,0.968512778888729,0.0,0.0,400.0,0.0,-400.0,0.0,0.0,0.0,0.5907362240366788
81,1,81,0.968125528677258,0.0,0.0,405.0,0.0,-405.0,0.0,0.0,0.0,0.5918448957913518
82,1,82,0.967738433303936,0.0,0.0,410.0,0.0,-410.0,0.0,0.0,0.0,0.5929526336643138
83,1,83,0.967351492706854,0.0,0.0,415.0,0.0,-415.0,0.0,0.0,0.0,0.5940594271929851
84,1,84,0.966964706824124,0.0,47544.0,420.0,47544.0,-420.0,0.0,0.0,0.0,0.5951652659524751
85,1,85,0.966578075593887,0.0,0.0,425.0,0.0,-425.0,0.0,0.0,0.0,0.596270139555949
86,1,86,0.966191598954305,0.0,0.0,430.0,0.0,-430.0,0.0,0.0,0.0,0.5973740376549883
87,1,87,0.965805276843567,0.0,0.0,435.0,0.0,-435.0,0.0,0.0,0.0,0.5984769499399532
88,1,88,0.965419109199888,0.0,0.0,440.0,0.0,-440.0,0.0,0.0,0.0,0.5995788661403388
89,1,89,0.965033095961503,0.0,0.0,445.0,0.0,-445.0,0.0,0.0,0.0,0.6006797760251267
90,1,90,0.964647237066676,0.0,0.0,450.0,0.0,-450.0,0.0,0.0,0.0,0.6017796694031368
91,1,91,0.964261532453695,0.0,0.0,455.0,0.0,-455.0,0.0,0.0,0.0,0.6028785361233736
92,1,92,0.96387598206087,0.0,0.0,460.0,0.0,-460.0,0.0,0.0,0.0,0.6039763660753699
93,1,93,0.96349058582654,0.0,0.0,465.0,0.0,-465.0,0.0,0.0,0.0,0.6050731491895277
94,1,94,0.963105343689064,0.0,0.0,470.0,0.0,-470.0,0.0,0.0,0.0,0.6061688754374529
95,1,95,0.96272025558683,0.0,0.0,475.0,0.0,-475.0,0.0,0.0,0.0,0.6072635348322912
96,1,96,0.962335321458246,0.0,54336.0,480.0,54336.0,-480.0,0.0,0.0,0.0,0.6083571174290574
97,1,97,0.96195054124175,0.0,0.0,485.0,0.0,-485.0,0.0,0.0,0.0,0.6094496133249622
98,1,98,0.9615659148758,0.0,0.0,490.0,0.0,-490.0,0.0,0.0,0.0,0.6105410126597343
99,1,99,0.96118144229888,0.0,0.0,495.0,0.0,-495.0,0.0,0.0,0.0,0.6116313056159429
100,1,100,0.9607971234495,0.0,0.0,500.0,0.0,-500.0,0.0,0.0,0.0,0.6127204824193117
101,1,101,0.960412958266194,0.0,0.0,505.0,0.0,-505.0,0.0,0.0,0.0,0.613808533339034
102,1,102,0.960028946687519,0.0,0.0,510.0,0.0,-510.0,0.0,0.0,0.0,0.6148954486880801
103,1,103,0.959645088652058,0.0,0.0,515.0,0.0,-515.0,0.0,0.0,0.0,0.6159812188235042
104,1,104,0.959261384098419,0.0,0.0,520.0,0.0,-520.0,0.0,0.0,0.0,0.6170658341467475
105,1,105,0.958877832965233,0.0,0.0,525.0,0.0,-525.0,0.0,0.0,0.0,0.6181492851039364
106,1,106,0.958494435191156,0.0,0.0,530.0,0.0,-530.0,0.0,0.0,0.0,0.6192315621861773
107,1,107,0.95811119071487,0.0,0.0,535.0,0.0,-535.0,0.0,0.0,0.0,0.62031265592985
108,1,108,0.95772809947508,0.0,61128.0,540.0,61128.0,-540.0,0.0,0.0,0.0,0.6213925569168941
109,1,109,0.957345161410516,0.0,0.0,545.0,0.0,-545.0,0.0,0.0,0.0,0.6224712557750948
110,1,110,0.956962376459932,0.0,0.0,550.0,0.0,-550.0,0.0,0.0,0.0,0.6235487431783642
111,1,111,0.956579744562108,0.0,0.0,555.0,0.0,-555.0,0.0,0.0,0.0,0.6246250098470172
112,1,112,0.956197265655845,0.0,0.0,560.0,0.0,-560.0,0.0,0.0,0.0,0.6257000465480456
113,1,113,0.955814939679973,0.0,0.0,565.0,0.0,-565.0,0.0,0.0,0.0,0.6267738440953897
114,1,114,0.955432766573344,0.0,0.0,570.0,0.0,-570.0,0.0,0.0,0.0,0.627846393350204
115,1,115,0.955050746274834,0.0,0.0,575.0,0.0,-575.0,0.0,0.0,0.0,0.6289176852211172
116,1,116,0.954668878723345,0.0,0.0,580.0,0.0,-580.0,0.0,0.0,0.0,0.6299877106644962
117,1,117,0.954287163857802,0.0,0.0,585.0,0.0,-585.0,0.0,0.0,0.0,0.6310564606846977
118,1,118,0.953905601617155,0.0,0.0,590.0,0.0,-590.0,0.0,0.0,0.0,0.6321239263343209
119,1,119,0.953524191940379,0.0,0.0,595.0,0.0,-595.0,0.0,0.0,0.0,0.6331900987144556
120,1,120,0.953142934766472,0.0,67920.0,600.0,67920.0,-600.0,0.0,0.0,0.0,0.6342549689749273
121,1,121,0.952761830034459,0.0,0.0,605.0,0.0,-605.0,0.0,0.0,0.0,0.6353185283145356
122,1,122,0.952380877683385,0.0,0.0,610.0,0.0,-610.0,0.0,0.0,0.0,0.6363807679812927
123,1,123,0.952000077652324,0.0,0.0,615.0,0.0,-615.0,0.0,0.0,0.0,0.6374416792726556
124,1,124,0.951619429880372,0.0,0.0,620.0,0.0,-620.0,0.0,0.0,0.0,0.6385012535357554
125,1,125,0.95123893430665,0.0,0.0,625.0,0.0,-625.0,0.0,0.0,0.0,0.6395594821676235
126,1,126,0.950858590870302,0.0,0.0,630.0,0.0,-630.0,0.0,0.0,0.0,0.640616356615412
127,1,127,0.950478399510497,0.0,0.0,635.0,0.0,-635.0,0.0,0.0,0.0,0.6416718683766133
128,1,128,0.950098360166431,0.0,0.0,640.0,0.0,-640.0,0.0,0.0,0.0,0.6427260089992721
129,1,129,0.94971847277732,0.0,0.0,645.0,0.0,-645.0,0.0,0.0,0.0,0.6437787700821979
130,1,130,0.949338737282407,0.0,0.0,650.0,0.0,-650.0,0.0,0.0,0.0,0.6448301432751706
131,1,131,0.948959153620959,0.0,0.0,655.0,0.0,-655.0,0.0,0.0,0.0,0.6458801202791434
132,1,132,0.948579721732266,0.0,74712.0,660.0,74712.0,-660.0,0.0,0.0,0.0,0.646928692846441
133,1,133,0.948200441555644,0.0,0.0,665.0,0.0,-665.0,0.0,0.0,0.0,0.647975852780957
134,1,134,0.947821313030432,0.0,0.0,670.0,0.0,-670.0,0.0,0.0,0.0,0.6490215919383427
135,1,135,0.947442336095993,0.0,0.0,675.0,0.0,-675.0,0.0,0.0,0.0,0.6500659022261963
136,1,136,0.947063510691717,0.0,0.0,680.0,0.0,-680.0,0.0,0.0,0.0,0.651108775604247
137,1,137,0.946684836757014,0.0,0.0,685.0,0.0,-685.0,0.0,0.0,0.0,0.6521502040845333
138,1,138,0.946306314231321,0.0,0.0,690.0,0.0,-690.0,0.0,0.0,0.0,0.6531901797315806
139,1,139,0.9459279430541,0.0,0.0,695.0,0.0,-695.0,0.0,0.0,0.0,0.6542286946625733
140,1,140,0.945549723164834,0.0,0.0,700.0,0.0,-700.0,0.0,0.0,0.0,0.6552657410475231
141,1,141,0.945171654503033,0.0,0.0,705.0,0.0,-705.0,0.0,0.0,0.0,0.6563013111094342
142,1,142,0.944793737008229,0.0,0.0,710.0,0.0,-710.0,0.0,0.0,0.0,0.6573353971244628
143,1,143,0.944415970619982,0.0,0.0,715.0,0.0,-715.0,0.0,0.0,0.0,0.6583679914220771
144,1,144,0.94403835527787,0.0,81504.0,720.0,81504.0,-720.0,0.0,0.0,0.0,0.6593990863852079
145,1,145,0.943660890921502,0.0,0.0,725.0,0.0,-725.0,0.0,0.0,0.0,0.6604286744504
146,1,146,0.943283577490506,0.0,0.0,730.0,0.0,-730.0,0.0,0.0,0.0,0.6614567481079565
147,1,147,0.942906414924536,0.0,0.0,735.0,0.0,-735.0,0.0,0.0,0.0,0.662483299902082
148,1,148,0.942529403163271,0.0,0.0,740.0,0.0,-740.0,0.0,0.0,0.0,0.6635083224310194
149,1,149,0.942152542146412,0.0,0.0,745.0,0.0,-745.0,0.0,0.0,0.0,0.6645318083471865
150,1,150,0.941775831813687,0.0,0.0,750.0,0.0,-750.0,0.0,0.0,0.0,0.6655537503573047
151,1,151,0.941399272104845,0.0,0.0,755.0,0.0,-755.0,0.0,0.0,0.0,0.6665741412225255
152,1,152,0.941022862959661,0.0,0.0,760.0,0.0,-760.0,0.0,0.0,0.0,0.6675929737585561
153,1,153,0.940646604317934,0.0,0.0,765.0,0.0,-765.0,0.0,0.0,0.0,0.6686102408357756
154,1,154,0.940270496119486,0.0,0.0,770.0,0.0,-770.0,0.0,0.0,0.0,0.6696259353793529
155,1,155,0.939894538304165,0.0,0.0,775.0,0.0,-775.0,0.0,0.0,0.0,0.6706400503693576
156,1,156,0.93951873081184,0.0,88296.0,780.0,88296.0,-780.0,0.0,0.0,0.0,0.6716525788408665
157,1,157,0.939143073582407,0.0,0.0,785.0,0.0,-785.0,0.0,0.0,0.0,0.6726635138840724
158,1,158,0.938767566555785,0.0,0.0,790.0,0.0,-790.0,0.0,0.0,0.0,0.6736728486443789
159,1,159,0.938392209671916,0.0,0.0,795.0,0.0,-795.0,0.0,0.0,0.0,0.6746805763225009
160,1,160,0.938017002870768,0.0,0.0,800.0,0.0,-800.0,0.0,0.0,0.0,0.6756866901745578
161,1,161,0.937641946092331,0.0,0.0,805.0,0.0,-805.0,0.0,0.0,0.0,0.6766911835121606
162,1,162,0.93726703927662,0.0,0.0,810.0,0.0,-810.0,0.0,0.0,0.0,0.6776940497024998
163,1,163,0.936892282363675,0.0,0.0,815.0,0.0,-815.0,0.0,0.0,0.0,0.6786952821684263
164,1,164,0.936517675293558,0.0,0.0,820.0,0.0,-820.0,0.0,0.0,0.0,0.6796948743885296
165,1,165,0.936143218006355,0.0,0.0,825.0,0.0,-825.0,0.0,0.0,0.0,0.6806928198972143
166,1,166,0.935768910442178,0.0,0.0,830.0,0.0,-830.0,0.0,0.0,0.0,0.6816891122847683
167,1,167,0.935394752541162,0.0,0.0,835.0,0.0,-835.0,0.0,0.0,0.0,0.6826837451974329
168,1,168,0.935020744243465,0.0,95088.0,840.0,95088.0,-840.0,0.0,0.0,0.0,0.6836767123374641
169,1,169,0.934646885489269,0.0,0.0,845.0,0.0,-845.0,0.0,0.0,0.0,0.6846680074631947
170,1,170,0.934273176218781,0.0,0.0,850.0,0.0,-850.0,0.0,0.0,0.0,0.6856576243890897
171,1,171,0.933899616372232,0.0,0.0,855.0,0.0,-855.0,0.0,0.0,0.0,0.6866455569857999
172,1,172,0.933526205889876,0.0,0.0,860.0,0.0,-860.0,0.0,0.0,0.0,0.6876317991802104
173,1,173,0.933152944711992,0.0,0.0,865.0,0.0,-865.0,0.0,0.0,0.0,0.6886163449554867
174,1,174,0.93277983277888,0.0,0.0,870.0,0.0,-870.0,0.0,0.0,0.0,0.689599188351117
175,1,175,0.932406870030868,0.0,0.0,875.0,0.0,-875.0,0.0,0.0,0.0,0.6905803234629517
176,1,176,0.932034056408305,0.0,0.0,880.0,0.0,-880.0,0.0,0.0,0.0,0.6915597444432359
177,1,177,0.931661391851564,0.0,0.0,885.0,0.0,-885.0,0.0,0.0,0.0,0.6925374455006439
178,1,178,0.931288876301044,0.0,0.0,890.0,0.0,-890.0,0.0,0.0,0.0,0.6935134209003057
179,1,179,0.930916509697165,0.0,0.0,895.0,0.0,-895.0,0.0,0.0,0.0,0.6944876649638322
180,1,180,0.930544291980373,0.0,101880.0,900.0,101880.0,-900.0,0.0,0.0,0.0,0.6954601720693345
181,1,181,0.930172223091136,0.0,0.0,905.0,0.0,-905.0,0.0,0.0,0.0,0.6964309366514461
182,1,182,0.929800302969948,0.0,0.0,910.0,0.0,-910.0,0.0,0.0,0.0,0.6973999532013305
183,1,183,0.929428531557325,0.0,0.0,915.0,0.0,-915.0,0.0,0.0,0.0,0.6983672162666984
184,1,184,0.929056908793808,0.0,0.0,920.0,0.0,-920.0,0.0,0.0,0.0,0.6993327204518109
185,1,185,0.92868543461996,0.0,0.0,925.0,0.0,-925.0,0.0,0.0,0.0,0.7002964604174848
186,1,186,0.92831410897637,0.0,0.0,930.0,0.0,-930.0,0.0,0.0,0.0,0.7012584308810939
187,1,187,0.927942931803648,0.0,0.0,935.0,0.0,-935.0,0.0,0.0,0.0,0.7022186266165642
188,1,188,0.927571903042431,0.0,0.0,940.0,0.0,-940.0,0.0,0.0,0.0,0.7031770424543703
189,1,189,0.927201022633378,0.0,0.0,945.0,0.0,-945.0,0.0,0.0,0.0,0.7041336732815251
190,1,190,0.926830290517171,0.0,0.0,950.0,0.0,-950.0,0.0,0.0,0.0,0.7050885140415646
191,1,191,0.926459706634517,0.0,0.0,955.0,0.0,-955.0,0.0,0.0,0.0,0.7060415597345364
192,1,192,0.926089270926147,0.0,108672.0,960.0,108672.0,-960.0,0.0,0.0,0.0,0.7069928054169771
193,1,193,0.925718983332814,0.0,0.0,965.0,0.0,-965.0,0.0,0.0,0.0,0.7079422462018903
194,1,194,0.925348843795296,0.0,0.0,970.0,0.0,-970.0,0.0,0.0,0.0,0.708889877258721
195,1,195,0.924978852254394,0.0,0.0,975.0,0.0,-975.0,0.0,0.0,0.0,0.7098356938133278
196,1,196,0.924609008650934,0.0,0.0,980.0,0.0,-980.0,0.0,0.0,0.0,0.7107796911479485
197,1,197,0.924239312925763,0.0,0.0,985.0,0.0,-985.0,0.0,0.0,0.0,0.7117218646011672
198,1,198,0.923869765019755,0.0,0.0,990.0,0.0,-990.0,0.0,0.0,0.0,0.7126622095678736
199,1,199,0.923500364873806,0.0,0.0,995.0,0.0,-995.0,0.0,0.0,0.0,0.713600721499222
200,1,200,0.923131112428834,0.0,0.0,1000.0,0.0,-1000.0,0.0,0.0,0.0,0.7145373959025877
201,1,201,0.922762007625784,0.0,0.0,1005.0,0.0,-1005.0,0.0,0.0,0.0,0.7154722283415172
202,1,202,0.922393050405622,0.0,0.0,1010.0,0.0,-1010.0,0.0,0.0,0.0,0.7164052144356784
203,1,203,0.922024240709338,0.0,0.0,1015.0,0.0,-1015.0,0.0,0.0,0.0,0.7173363498608075
204,1,204,0.921655578477947,0.0,115464.0,1020.0,115464.0,-1020.0,0.0,0.0,0.0,0.7182656303486505
205,1,205,0.921287063652486,0.0,0.0,1025.0,0.0,-1025.0,0.0,0.0,0.0,0.7191930516869021
206,1,206,0.920918696174017,0.0,0.0,1030.0,0.0,-1030.0,0.0,0.0,0.0,0.7201186097191474
207,1,207,0.920550475983623,0.0,0.0,1035.0,0.0,-1035.0,0.0,0.0,0.0,0.721042300344789
208,1,208,0.920182403022414,0.0,0.0,1040.0,0.0,-1040.0,0.0,0.0,0.0,0.7219641195189855
209,1,209,0.919814477231522,0.0,0.0,1045.0,0.0,-1045.0,0.0,0.0,0.0,0.7228840632525736
210,1,210,0.919446698552101,0.0,0.0,1050.0,0.0,-1050.0,0.0,0.0,0.0,0.7238021276119961
211,1,211,0.919079066925331,0.0,0.0,1055.0,0.0,-1055.0,0.0,0.0,0.0,0.7247183087192246
212,1,212,0.918711582292414,0.0,0.0,1060.0,0.0,-1060.0,0.0,0.0,0.0,0.7256326027516786
213,1,213,0.918344244594576,0.0,0.0,1065.0,0.0,-1065.0,0.0,0.0,0.0,0.726545005942141
214,1,214,0.917977053773067,0.0,0.0,1070.0,0.0,-1070.0,0.0,0.0,0.0,0.7274555145786743
215,1,215,0.917610009769159,0.0,0.0,1075.0,0.0,-1075.0,0.0,0.0,0.0,0.7283641250045291
216,1,216,0.91724311252415,0.0,122256.0,1080.0,122256.0,-1080.0,0.0,0.0,0.0,0.7292708336180544
217,1,217,0.916876361979358,0.0,0.0,1085.0,0.0,-1085.0,0.0,0.0,0.0,0.7301756368726032
218,1,218,0.916509758076127,0.0,0.0,1090.0,0.0,-1090.0,0.0,0.0,0.0,0.7310785312764333
219,1,219,0.916143300755825,0.0,0.0,1095.0,0.0,-1095.0,0.0,0.0,0.0,0.7319795133926116
220,1,220,0.915776989959841,0.0,0.0,1100.0,0.0,-1100.0,0.0,0.0,0.0,0.7328785798389058
221,1,221,0.915410825629589,0.0,0.0,1105.0,0.0,-1105.0,0.0,0.0,0.0,0.7337757272876849
222,1,222,0.915044807706507,0.0,0.0,1110.0,0.0,-1110.0,0.0,0.0,0.0,0.7346709524658082
223,1,223,0.914678936132054,0.0,0.0,1115.0,0.0,-1115.0,0.0,0.0,0.0,0.7355642521545166
224,1,224,0.914313210847715,0.0,0.0,1120.0,0.0,-1120.0,0.0,0.0,0.0,0.736455623189319
225,1,225,0.913947631794997,0.0,0.0,1125.0,0.0,-1125.0,0.0,0.0,0.0,0.7373450624598759
226,1,226,0.913582198915431,0.0,0.0,1130.0,0.0,-1130.0,0.0,0.0,0.0,0.7382325669098847
227,1,227,0.913216912150571,0.0,0.0,1135.0,0.0,-1135.0,0.0,0.0,0.0,0.7391181335369541
228,1,228,0.912851771441994,0.0,129048.0,1140.0,129048.0,-1140.0,0.0,0.0,0.0,0.740001759392487
229,1,229,0.912486776731302,0.0,0.0,1145.0,0.0,-1145.0,0.0,0.0,0.0,0.7408834415815513
230,1,230,0.912121927960118,0.0,0.0,1150.0,0.0,-1150.0,0.0,0.0,0.0,0.7417631772627536
231,1,231,0.91175722507009,0.0,0.0,1155.0,0.0,-1155.0,0.0,0.0,0.0,0.7426409636481069
232,1,232,0.911392668002888,0.0,0.0,1160.0,0.0,-1160.0,0.0,0.0,0.0,0.743516798002902
233,1,233,0.911028256700208,0.0,0.0,1165.0,0.0,-1165.0,0.0,0.0,0.0,0.7443906776455695
234,1,234,0.910663991103767,0.0,0.0,1170.0,0.0,-1170.0,0.0,0.0,0.0,0.7452625999475438
235,1,235,0.910299871155305,0.0,0.0,1175.0,0.0,-1175.0,0.0,0.0,0.0,0.7461325623331222
236,1,236,0.909935896796586,0.0,0.0,1180.0,0.0,-1180.0,0.0,0.0,0.0,0.7470005622793264
237,1,237,0.909572067969399,0.0,0.0,1185.0,0.0,-1185.0,0.0,0.0,0.0,0.7478665973157549
238,1,238,0.909208384615552,0.0,0.0,1190.0,0.0,-1190.0,0.0,0.0,0.0,0.7487306650244381
239,1,239,0.908844846676882,0.0,0.0,1195.0,0.0,-1195.0,0.0,0.0,0.0,0.7495927630396905
240,1,240,0.908481454095244,0.0,135840.0,1200.0,135840.0,-1200.0,0.0,0.0,0.0,0.7504528890479599
241,1,241,0.908118206812519,0.0,0.0,1205.0,0.0,-1205.0,0.0,0.0,0.0,0.7513110407876741
242,1,242,0.90775510477061,0.0,0.0,1210.0,0.0,-1210.0,0.0,0.0,0.0,0.7521672160490865
243,1,243,0.907392147911446,0.0,0.0,1215.0,0.0,-1215.0,0.0,0.0,0.0,0.7530214126741185
244,1,244,0.907029336176975,0.0,0.0,1220.0,0.0,-1220.0,0.0,0.0,0.0,0.753873628556202
