Id,Reference,ArgumentTmp,ArgumentNameTmp,Action,MaxRecs,Version,Enabled,Status,Act,QueryExportTo,QueryExportFile,LoadN,LoadToN,LoadAll,RP,RU,RS,ERR,TimeInSec,Time,ExpSerMode,ExpSerCell,QueryExportDbLink,QueryExportTblType,QueryExportAppend,StepCompletion,ExcelFileName,UseAltSerModel,AltSerModelName,CompTblId,CompTblName,QueryAllPages,EnableParallelLoad,ApplyPrecision,Precision,DLMacroRptDBLinkID,DLMacroRptTblName,DLMacroRptDeleteDB,DLMacroRptTblAppend,BaseCellName,UpdateDate,SetDate,NMonthsFromValDate,ChangeSource,ChangeLinkage,IgnorePolicyTransactions,IgnoreFundTransactions,IgnoreFutureTransactions,EffDateOption,SourceId,SourceName
6,26,55,02.10 FBC FMT,,0,,TRUE,,1,0,,1,1,0,108,108,0,0,9,00:00:09,0,1,0,,FALSE,Completed,,0,,0,,FALSE,TRUE,0,0,0,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,24,02.10 FBC
6,27,56,02.11 OtherPFs FMT,,0,,TRUE,,1,0,,1,1,0,30,30,0,0,5,00:00:05,0,1,0,,FALSE,Completed,,0,,0,,FALSE,TRUE,0,0,0,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,25,02.11 OtherPFs
6,28,57,02.12 ReportGroup1 FMT,,0,,TRUE,,1,0,,1,1,0,120,120,0,0,4,00:00:04,0,1,0,,FALSE,Completed,,0,,0,,FALSE,TRUE,0,0,0,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,26,02.12 ReportGroup1
6,29,58,02.13 ReportGroup2 FMT,,0,,TRUE,,1,0,,1,1,0,30,30,0,0,3,00:00:03,0,1,0,,FALSE,Completed,,0,,0,,FALSE,TRUE,0,-1,0,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,27,02.13 ReportGroup2
6,18,47,02.02 PolicyLoans FMT,,0,,TRUE,,1,0,,1,1,0,44,44,0,0,2,00:00:02,0,1,0,,FALSE,Completed,,0,,0,,FALSE,TRUE,0,0,0,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,16,02.02 PolicyLoans
6,19,48,02.03 PricingMortality FMT,,0,,TRUE,,1,0,,1,1,0,138,138,0,0,5,00:00:05,0,1,0,,FALSE,Completed,,0,,0,,FALSE,TRUE,0,0,0,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,17,02.03 PricingMortality
6,20,49,02.04 PricingLapse FMT,,0,,TRUE,,1,0,,1,1,0,30,30,0,0,2,00:00:02,0,1,0,,FALSE,Completed,,0,,0,,FALSE,TRUE,0,0,0,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,18,02.04 PricingLapse
6,15,64,02.14 STAT FMT,,0,,TRUE,,0,0,,1,1,0,0,0,0,0,3,00:00:03,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,31-Mar-21,0,
6,30,64,02.14 STAT FMT,,0,,TRUE,,1,0,,1,1,0,176,176,0,0,5,00:00:05,0,1,0,,FALSE,Completed,,0,,0,,FALSE,TRUE,0,-1,0,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,30,02.14 STAT
6,1,60,01.00 CellTags FMT,,0,,TRUE,,0,0,,1,1,0,0,0,0,0,1,00:00:01,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,31-Mar-21,0,
6,2,46,02.01 Fund1Investments FMT,,0,,TRUE,,0,0,,1,1,0,0,0,0,0,1,00:00:01,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,31-Mar-21,0,
6,3,47,02.02 PolicyLoans FMT,,0,,TRUE,,0,0,,1,1,0,0,0,0,0,1,00:00:01,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,31-Mar-21,0,
6,4,48,02.03 PricingMortality FMT,,0,,TRUE,,0,0,,1,1,0,0,0,0,0,1,00:00:01,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,31-Mar-21,0,
6,5,49,02.04 PricingLapse FMT,,0,,TRUE,,0,0,,1,1,0,0,0,0,0,1,00:00:01,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,31-Mar-21,0,
6,6,50,02.05 COM FMT,,0,,TRUE,,0,0,,1,1,0,0,0,0,0,1,00:00:01,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,31-Mar-21,0,
6,7,51,02.06 FAD FMT,,0,,TRUE,,0,0,,1,1,0,0,0,0,0,1,00:00:01,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,31-Mar-21,0,
6,8,52,02.07 SCS FMT,,0,,TRUE,,0,0,,1,1,0,0,0,0,0,1,00:00:01,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,31-Mar-21,0,
6,9,53,02.08 AGD FMT,,0,,TRUE,,0,0,,1,1,0,0,0,0,0,1,00:00:01,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,31-Mar-21,0,
8,1,2,Policy Information Table,,0,,TRUE,,0,0,,1,1,0,0,0,0,0,7,00:00:07,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,31-Dec-20,0,
8,4,2,Policy Information Table,,0,,TRUE,,1,0,,1,1,0,10582,10582,0,0,11,00:00:11,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,1,PIT DATALINK FILE
8,9,2,Policy Information Table,,0,,TRUE,,2,0,,1,1,0,10582,10582,0,0,9,00:00:09,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,0,
8,13,9,02.01 Do Not Export,,0,,TRUE,,3,0,,1,1,0,356,356,0,0,9,00:00:09,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,0,
8,11,2,Policy Information Table,,0,,TRUE,,9,0,,1,1,0,0,0,0,0,1,00:00:01,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,-1,0,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,0,
8,3,102064,Risk Classes,,0,,TRUE,,0,0,,1,1,0,0,0,0,0,1,00:00:01,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,31-Mar-21,0,
8,7,62,01.01 CreateCellNames,,0,,TRUE,,0,0,,1,1,0,0,0,0,0,1,00:00:01,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,31-Mar-21,0,
8,8,62,01.01 CreateCellNames,,0,,TRUE,,1,0,,1,1,0,10582,10582,0,0,4,00:00:04,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,29,01.01 Create_Cell_Names
8,12,2,Policy Information Table,,0,,TRUE,,9,0,,1,1,0,0,0,0,0,1,00:00:01,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,-1,0,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,0,
8,5,9,VLI Policy Information Table,,0,,TRUE,,4,3,VLI_Policy_Reporting_Details_$(VALDATE),1,1,0,0,0,0,0,1,00:00:01,0,1,3,Miscellaneous,FALSE,Completed,AXIS_RESULTS_EQUITY [$(RESULTSSERVER) . $(RESULTSDB)],0,,0,,FALSE,FALSE,0,-1,3,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,0,
8,2,102001,Cells,,0,,TRUE,,0,0,,1,1,0,0,0,0,0,1,00:00:01,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,31-Mar-21,0,
8,10,102001,Cells,,0,,TRUE,,2,0,,1,1,0,356,356,0,0,13,00:00:13,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,0,
8,6,14,Create_Cell_Names,,0,,TRUE,,4,3,Create_Cell_Names,1,1,0,0,0,0,0,2,00:00:02,0,1,4,Miscellaneous,FALSE,Completed,LAMs [\\tagridfiler\ELINK_Development\RTS_Equity\Newberg\Datasets\VLI_VALUATION_202103_toy\impexp.mdf],0,,0,,FALSE,FALSE,0,0,4,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,0,
10,1,102023,Current Fund Values,,0,,TRUE,,0,0,,1,1,0,0,0,0,0,1,00:00:01,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,31-Dec-20,0,
10,2,102023,Current Fund Values,,0,,TRUE,,1,0,,1,1,0,21164,21164,0,0,4,00:00:04,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,1,PIT DATALINK FILE
10,3,102023,Current Fund Values,,0,,TRUE,,2,0,,1,1,0,21164,21164,0,0,2,00:00:02,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,0,
15,1,102001,Cells,,0,,TRUE,,6,0,,1,1,0,2,2,0,0,1,00:00:01,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,-1,0,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,0,
15,2,2,Policy Information Table,,0,,TRUE,,5,0,,1,1,0,1,1,0,0,7,00:00:07,0,1,0,,FALSE,Completed,,0,,0,,FALSE,FALSE,0,0,0,,FALSE,FALSE,INVESTIGATE_NO_CELL,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,0,
22,1,2,Export Current Scenario,,0,,TRUE,,4,3,VLI_FUTURE_SCENARIO_$(tableid),1,1,0,0,0,0,0,6,00:00:06,0,1,3,Scenario,FALSE,Completed,AXIS_RESULTS_EQUITY [$(RESULTSSERVER) . $(RESULTSDB)],0,,0,,FALSE,FALSE,0,0,3,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,0,
26,2,11,VLI SAT REPORT FORMATTING: PlanCode Groups,,0,,TRUE,,4,3,VLI_SAT_REPORT_$(tableid),1,1,0,0,0,0,0,21,00:00:21,0,1,3,Miscellaneous,FALSE,Completed,AXIS_RESULTS_EQUITY [$(RESULTSSERVER) . $(RESULTSDB)],0,,0,,FALSE,FALSE,0,-1,3,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,0,
26,1,10,VLI SAT REPORT FORMATTING: KC4 Groups,,0,,TRUE,,4,3,VLI_SAT_REPORT_KC4_$(tableid),1,1,0,0,0,0,0,28,00:00:28,0,1,3,Miscellaneous,FALSE,Completed,AXIS_RESULTS_EQUITY [$(RESULTSSERVER) . $(RESULTSDB)],0,,0,,FALSE,FALSE,0,-1,3,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,0,
32,1,13,Export C File,,0,,TRUE,,4,3,VLI_AXIS_VALUATION_ALL_$(TABLEID),1,1,0,0,0,0,0,34,00:00:34,0,1,3,Miscellaneous,FALSE,Completed,AXIS_RESULTS_EQUITY [$(RESULTSSERVER) . $(RESULTSDB)],0,,0,,FALSE,FALSE,0,-1,3,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,0,
33,1,12,EXPORT B FILE,,0,,TRUE,,4,3,VLI_KC2_PIT_$(TABLEID),1,1,0,0,0,0,0,9,00:00:09,0,1,3,Miscellaneous,FALSE,Completed,AXIS_RESULTS_EQUITY [$(RESULTSSERVER) . $(RESULTSDB)],0,,0,,FALSE,FALSE,0,-1,3,,FALSE,FALSE,,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,0,
